                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.0527,                0.73408,                 1.1152,                0.91494,                0.80914,                0.89184,                0.64235,                 1.0134,                0.70902,                 1.1225,              0.0010612,              0.0010612,              0.0010612
                     28,                 1.0524,                0.73101,                 1.1125,                0.90595,                0.83095,                0.89667,                0.64823,                0.99555,                0.63948,                  1.107,               0.001047,               0.001047,               0.001047
                     29,                 1.0271,                0.71327,                 1.1066,                0.92221,                0.83601,                0.90359,                0.65363,                0.99716,                0.62481,                 1.0982,              0.0010329,              0.0010329,              0.0010329
                     30,                 1.0413,                0.72543,                 1.1025,                0.90576,                0.83062,                0.89805,                0.65592,                0.97164,                0.64335,                 1.0944,              0.0010187,              0.0010187,              0.0010187
                     31,                 1.0239,                0.70408,                 1.0964,                0.90123,                0.81375,                0.88951,                0.64449,                0.99715,                0.66818,                 1.1079,              0.0010046,              0.0010046,              0.0010046
                     32,                 1.0213,                0.70368,                 1.0976,                0.93719,                0.84414,                0.90663,                0.66405,                0.97905,                0.61821,                 1.1018,             0.00099044,             0.00099044,             0.00099044
                     33,                   1.01,                0.68282,                 1.0908,                0.94648,                0.83894,                0.91555,                0.68021,                0.94845,                0.56878,                 1.0789,             0.00097629,             0.00097629,             0.00097629
                     34,                 1.0044,                0.68082,                  1.089,                0.92275,                0.84693,                 0.9095,                0.67108,                0.98588,                0.59218,                 1.0927,             0.00096215,             0.00096215,             0.00096215
                     35,                0.99981,                0.68073,                 1.0876,                0.92176,                0.83247,                 0.9052,                0.66221,                0.99378,                0.61924,                 1.1041,               0.000948,               0.000948,               0.000948
                     36,                0.99199,                0.68098,                 1.0822,                0.92526,                0.84327,                0.90425,                0.65978,                0.96472,                0.62141,                 1.0884,             0.00093385,             0.00093385,             0.00093385
                     37,                0.99896,                0.67678,                 1.0851,                0.92615,                0.83846,                0.90909,                0.67804,                 0.9342,                0.56393,                 1.0729,              0.0009197,              0.0009197,              0.0009197
                     38,                 0.9827,                 0.6661,                 1.0773,                0.91466,                0.83926,                0.90699,                0.65017,                0.96801,                0.59225,                 1.0781,             0.00090556,             0.00090556,             0.00090556
                     39,                 0.9722,                 0.6517,                 1.0724,                0.92624,                 0.8441,                0.91283,                0.67932,                0.94451,                0.57746,                 1.0963,             0.00089141,             0.00089141,             0.00089141
                     40,                0.97455,                0.65814,                 1.0733,                0.92826,                0.85355,                0.91013,                0.68259,                0.90934,                0.55623,                 1.0675,             0.00087726,             0.00087726,             0.00087726
                     41,                0.97544,                0.64207,                 1.0661,                0.92619,                0.85132,                0.91519,                0.67394,                0.96387,                0.56724,                 1.0877,             0.00086312,             0.00086312,             0.00086312
                     42,                0.96665,                0.63872,                 1.0636,                0.92099,                0.86851,                0.92615,                 0.6883,                0.93469,                0.55147,                 1.0786,             0.00084897,             0.00084897,             0.00084897
                     43,                0.95331,                0.63489,                 1.0617,                0.93982,                0.83934,                 0.9102,                 0.6802,                0.92646,                0.55736,                 1.0677,             0.00083482,             0.00083482,             0.00083482
                     44,                 0.9508,                0.62624,                 1.0627,                0.92977,                0.86328,                0.92218,                0.68587,                0.92649,                0.55639,                  1.069,             0.00082067,             0.00082067,             0.00082067
                     45,                0.95216,                0.63483,                  1.065,                0.91327,                0.86185,                0.90767,                0.67088,                0.94315,                0.57846,                 1.0677,             0.00080653,             0.00080653,             0.00080653
                     46,                0.94258,                0.61863,                 1.0554,                0.93907,                0.86522,                0.92895,                0.70073,                0.90606,                0.52888,                 1.0586,             0.00079238,             0.00079238,             0.00079238
                     47,                  0.943,                 0.6176,                 1.0549,                0.94448,                0.86354,                0.92995,                0.70504,                 0.9006,                0.52571,                 1.0525,             0.00077823,             0.00077823,             0.00077823
                     48,                0.94245,                0.62829,                 1.0572,                0.93732,                0.87101,                0.92574,                 0.7038,                0.91054,                0.53442,                   1.06,             0.00076409,             0.00076409,             0.00076409
                     49,                0.94175,                0.61819,                 1.0572,                0.92712,                0.87145,                0.92552,                0.70014,                0.91407,                0.54043,                 1.0631,             0.00074994,             0.00074994,             0.00074994
                     50,                0.92172,                0.60366,                  1.049,                0.92422,                0.87059,                0.92286,                0.70857,                0.88983,                0.51928,                 1.0458,             0.00073579,             0.00073579,             0.00073579
                     51,                0.91503,                0.59621,                 1.0425,                0.93382,                0.87294,                0.92714,                0.70822,                0.88269,                0.52264,                 1.0387,             0.00072164,             0.00072164,             0.00072164
                     52,                0.91701,                0.60044,                 1.0491,                 0.9421,                0.87839,                0.93128,                0.70978,                0.88103,                0.49428,                 1.0431,              0.0007075,              0.0007075,              0.0007075
                     53,                0.90729,                0.59498,                 1.0448,                 0.9287,                0.86388,                0.92249,                0.70961,                0.87407,                0.53581,                 1.0365,             0.00069335,             0.00069335,             0.00069335
                     54,                0.91211,                0.59151,                 1.0433,                0.94105,                0.88237,                0.93727,                0.72033,                0.87406,                0.50284,                 1.0347,              0.0006792,              0.0006792,              0.0006792
                     55,                0.89925,                 0.5887,                 1.0412,                 0.9456,                0.87141,                0.93259,                0.71771,                0.88064,                0.51147,                 1.0506,             0.00066506,             0.00066506,             0.00066506
                     56,                0.90213,                0.58652,                 1.0354,                0.94104,                 0.8758,                0.93154,                0.71628,                0.86723,                0.49948,                 1.0349,             0.00065091,             0.00065091,             0.00065091
                     57,                0.88826,                0.56778,                 1.0307,                0.94607,                0.87459,                0.93546,                0.71931,                0.86151,                0.50588,                 1.0354,             0.00063676,             0.00063676,             0.00063676
                     58,                0.89094,                0.57193,                 1.0336,                0.95231,                0.86551,                0.93264,                 0.7238,                0.85154,                0.48835,                 1.0213,             0.00062262,             0.00062262,             0.00062262
                     59,                0.88929,                0.57562,                 1.0316,                0.94403,                0.88147,                0.93288,                0.71709,                0.88048,                0.48976,                 1.0303,             0.00060847,             0.00060847,             0.00060847
                     60,                0.87629,                0.56543,                 1.0292,                0.94187,                0.88545,                0.93529,                0.71937,                0.85957,                0.48784,                 1.0315,             0.00059432,             0.00059432,             0.00059432
                     61,                0.87525,                0.56161,                 1.0273,                0.95402,                0.88125,                 0.9369,                0.72149,                0.86553,                0.49453,                 1.0302,             0.00058017,             0.00058017,             0.00058017
                     62,                0.86589,                0.56099,                 1.0214,                0.94675,                0.87152,                0.93176,                0.72733,                0.85735,                0.49514,                 1.0243,             0.00056603,             0.00056603,             0.00056603
                     63,                0.87614,                0.56508,                 1.0242,                0.95113,                0.88072,                0.93865,                0.73119,                0.83897,                0.48319,                  1.018,             0.00055188,             0.00055188,             0.00055188
                     64,                0.87395,                0.56552,                 1.0259,                0.94793,                0.88753,                0.93586,                0.73057,                0.85739,                0.47457,                 1.0209,             0.00053773,             0.00053773,             0.00053773
                     65,                0.85501,                0.55259,                 1.0162,                0.95393,                0.87877,                 0.9361,                0.72479,                0.85605,                0.47887,                 1.0227,             0.00052359,             0.00052359,             0.00052359
                     66,                 0.8558,                0.55323,                  1.017,                0.95086,                 0.8917,                 0.9406,                0.73761,                0.83379,                0.45833,                  1.022,             0.00050944,             0.00050944,             0.00050944
                     67,                0.85269,                0.54203,                 1.0157,                0.94301,                0.88826,                0.94095,                  0.738,                0.85074,                 0.4665,                 1.0187,             0.00049529,             0.00049529,             0.00049529
                     68,                0.85093,                0.54531,                 1.0169,                0.95369,                 0.8837,                 0.9422,                0.73599,                0.83179,                0.45667,                 1.0126,             0.00048114,             0.00048114,             0.00048114
                     69,                 0.8435,                0.53369,                 1.0084,                0.95202,                0.89332,                0.94622,                0.73607,                0.84663,                0.46268,                 1.0237,               0.000467,               0.000467,               0.000467
                     70,                 0.8393,                0.53437,                 1.0068,                0.96156,                0.88436,                0.95033,                0.74335,                0.83743,                0.45142,                 1.0195,             0.00045285,             0.00045285,             0.00045285
                     71,                0.83694,                 0.5368,                 1.0111,                0.93861,                0.89278,                0.94145,                0.73493,                0.83661,                0.46641,                 1.0159,              0.0004387,              0.0004387,              0.0004387
                     72,                0.84626,                0.52684,                 1.0024,                0.95219,                0.89691,                0.94611,                0.74718,                0.80813,                0.44927,                 1.0107,             0.00042456,             0.00042456,             0.00042456
                     73,                0.82209,                0.52352,                 1.0035,                0.96077,                0.88321,                0.94753,                 0.7396,                0.82835,                0.45252,                 1.0188,             0.00041041,             0.00041041,             0.00041041
                     74,                0.82692,                0.52356,                  1.005,                0.95656,                0.89023,                0.94848,                0.74667,                0.81067,                0.45237,                   1.02,             0.00039626,             0.00039626,             0.00039626
                     75,                0.82479,                0.51377,                0.99884,                0.93604,                 0.9014,                0.94636,                0.74635,                0.81006,                0.45793,                 1.0124,             0.00038211,             0.00038211,             0.00038211
                     76,                0.83505,                0.52821,                 1.0051,                 0.9421,                0.90031,                0.94747,                0.74649,                0.83148,                0.44993,                 1.0174,             0.00036797,             0.00036797,             0.00036797
                     77,                0.81847,                0.51335,                 0.9975,                0.96917,                0.88435,                0.94601,                0.74197,                0.81133,                0.45324,                 1.0098,             0.00035382,             0.00035382,             0.00035382
                     78,                0.80661,                0.51287,                0.99814,                0.93776,                0.90663,                0.94781,                0.74274,                0.82995,                 0.4434,                 1.0106,             0.00033967,             0.00033967,             0.00033967
                     79,                0.80799,                0.50395,                 0.9915,                0.94346,                0.90242,                   0.95,                0.75248,                0.81419,                0.43973,                 1.0127,             0.00032553,             0.00032553,             0.00032553
                     80,                 0.8023,                0.50377,                0.99091,                0.95125,                0.90266,                0.94919,                0.75105,                0.81729,                0.44419,                 1.0085,             0.00031138,             0.00031138,             0.00031138
                     81,                0.79871,                0.50212,                0.99318,                0.95848,                0.89987,                0.95098,                0.75227,                0.81041,                0.43786,                 1.0085,             0.00029723,             0.00029723,             0.00029723
                     82,                0.79914,                0.50313,                0.99081,                0.94996,                0.90775,                0.95061,                0.75213,                0.80513,                0.43327,                  1.007,             0.00028308,             0.00028308,             0.00028308
                     83,                0.80022,                0.50277,                0.98902,                0.95029,                0.90856,                0.95168,                0.75323,                0.79852,                0.42955,                0.99733,             0.00026894,             0.00026894,             0.00026894
                     84,                0.78914,                0.49687,                0.98129,                0.94246,                0.90979,                0.95167,                0.75313,                 0.8001,                0.43534,                 1.0012,             0.00025479,             0.00025479,             0.00025479
                     85,                0.78752,                0.49379,                0.98414,                0.94514,                0.90139,                0.94688,                0.74917,                0.81212,                0.43384,                 1.0038,             0.00024064,             0.00024064,             0.00024064
                     86,                0.78047,                0.48931,                0.98232,                0.95617,                0.90221,                0.94947,                0.75188,                0.80126,                0.43177,                  1.002,              0.0002265,              0.0002265,              0.0002265
                     87,                0.78894,                0.49567,                0.98763,                0.95182,                0.90459,                 0.9502,                0.75527,                0.79301,                0.43187,                0.99721,             0.00021235,             0.00021235,             0.00021235
                     88,                0.78088,                0.49225,                0.98478,                0.94171,                0.91177,                0.94988,                0.75617,                0.79011,                0.42797,                0.99196,              0.0001982,              0.0001982,              0.0001982
                     89,                 0.7772,                0.48369,                0.98243,                  0.942,                0.91091,                0.95024,                 0.7554,                0.79595,                0.42883,                0.99701,             0.00018406,             0.00018406,             0.00018406
                     90,                0.76835,                0.47996,                 0.9775,                0.95359,                0.90493,                0.95284,                 0.7583,                0.78928,                0.41994,                0.99725,             0.00016991,             0.00016991,             0.00016991
                     91,                0.70309,                0.40614,                0.94605,                 0.9516,                0.90902,                0.95092,                 0.7542,                0.79419,                0.42529,                 1.0057,             0.00015576,             0.00015576,             0.00015576
                     92,                0.70025,                 0.3945,                0.94414,                0.94408,                0.90935,                0.95063,                0.75262,                 0.7927,                0.41886,                 1.0012,             0.00014161,             0.00014161,             0.00014161
                     93,                0.68438,                0.38916,                0.93461,                0.94462,                0.91226,                0.95235,                0.75871,                 0.7806,                0.41513,                0.99651,             0.00012747,             0.00012747,             0.00012747
                     94,                0.68371,                0.38812,                0.93507,                0.94947,                0.91716,                 0.9556,                 0.7642,                0.77122,                0.41166,                0.99146,             0.00011332,             0.00011332,             0.00011332
                     95,                 0.6738,                0.38246,                 0.9301,                0.94807,                0.91857,                0.95445,                0.76433,                0.76124,                0.41096,                0.98819,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                0.67728,                0.38447,                0.93498,                0.95627,                0.90926,                0.95399,                0.76225,                0.76366,                0.41006,                0.98825,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                0.66512,                 0.3776,                0.92333,                 0.9537,                0.91107,                0.95542,                0.76413,                0.76904,                0.41243,                0.99118,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                0.67326,                0.37869,                0.93244,                0.95295,                0.91171,                0.95497,                0.76636,                0.76518,                0.41311,                0.99109,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                0.66117,                0.37535,                0.92627,                0.94952,                  0.916,                0.95577,                0.76728,                0.76374,                0.41214,                0.98834,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                0.66364,                0.37666,                0.92582,                 0.9492,                0.91942,                0.95592,                0.76391,                0.76593,                0.41159,                0.99145,             2.8437e-05,             2.8437e-05,             2.8437e-05
